price,area_sqft,bedrooms,bathrooms,location,listing_type,property_type
700.0,4306.0,1.0,1.0,Petaling,rent,Condo
700.0,9149.0,3.0,2.0,Petaling,rent,Apartment
900.0,9171.0,3.0,2.0,Petaling,rent,Apartment
1650.0,1076.0,3.0,2.0,Tebrau,rent,Apartment
1200.0,850.0,3.0,2.0,Sungai Buloh,rent,Condo
850.0,10678.0,3.0,2.0,Petaling,rent,Apartment
400.0,12917.0,3.0,2.0,Setapak,rent,Condo
1100.0,1100.0,1.0,1.0,Kuala Lumpur,rent,Condo
5800.0,1333.0,4.0,3.0,Batu,rent,Condo
10000.0,109792.0,5.0,6.0,Kajang,rent,House
2400.0,13024.0,1.0,2.0,Kuala Lumpur,rent,Condo
1250.0,5231.0,1.0,1.0,Bukit Raja,rent,Apartment
1200.0,540.0,1.0,1.0,Ampang,rent,Condo
2900.0,853.0,2.0,2.0,Petaling,rent,Apartment
1200.0,540.0,1.0,1.0,Ampang,rent,Condo
1900.0,1100.0,3.0,2.0,Sungai Buloh,rent,Condo
1600.0,1054.0,3.0,2.0,Sungai Buloh,rent,Apartment
1200.0,540.0,1.0,1.0,Ampang,rent,Condo
1200.0,540.0,1.0,1.0,Ampang,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1800.0,11840.0,3.0,2.0,Plentong,rent,Condo
1700.0,12917.0,3.0,2.0,Petaling,rent,Condo
1000.0,1050.0,3.0,2.0,Plentong,rent,Apartment
1800.0,640.0,1.0,1.0,Sungai Buloh,rent,Condo
1300.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1300.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,540.0,1.0,1.0,Ampang,rent,Condo
1100.0,464.0,1.0,1.0,Bukit Raja,rent,Condo
2000.0,12454.0,3.0,2.0,Plentong,rent,Condo
850.0,9171.0,3.0,2.0,Petaling,rent,Apartment
950.0,852.0,3.0,2.0,Petaling,rent,Condo
600.0,785.0,3.0,2.0,Petaling,rent,Apartment
850.0,9171.0,3.0,2.0,Petaling,rent,Apartment
600.0,785.0,3.0,2.0,Petaling,rent,Apartment
1750.0,1500.0,3.0,2.0,Petaling,rent,Condo
500.0,8073.0,3.0,2.0,Petaling,rent,Apartment
1900.0,864.0,3.0,2.0,Kapar,rent,Apartment
1250.0,650.0,2.0,1.0,Plentong,rent,Apartment
1500.0,14531.0,4.0,3.0,Setapak,rent,Condo
1200.0,1100.0,3.0,2.0,Kapar,rent,Apartment
850.0,9171.0,3.0,2.0,Petaling,rent,Apartment
850.0,10678.0,3.0,2.0,Petaling,rent,Apartment
1500.0,13380.0,3.0,3.0,Batu,rent,Apartment
1800.0,7535.0,1.0,2.0,Kuala Lumpur,rent,Condo
1200.0,540.0,1.0,1.0,Ampang,rent,Condo
2700.0,1065.0,3.0,2.0,Klang,rent,Condo
1800.0,1033.0,3.0,2.0,Petaling,rent,Condo
900.0,9688.0,3.0,2.0,Petaling,rent,Apartment
850.0,9171.0,3.0,2.0,Petaling,rent,Apartment
900.0,10678.0,3.0,2.0,Petaling,rent,Apartment
1000.0,9171.0,3.0,2.0,Petaling,rent,Apartment
1100.0,9171.0,3.0,2.0,Petaling,rent,Apartment
1000.0,660.0,3.0,2.0,Kapar,rent,Apartment
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
1200.0,530.0,1.0,1.0,Sungai Buloh,rent,Condo
700.0,9149.0,3.0,2.0,Petaling,rent,Apartment
650.0,8611.0,3.0,2.0,Petaling,rent,Apartment
850.0,9149.0,3.0,2.0,Petaling,rent,Condo
550.0,5920.0,3.0,2.0,Petaling,rent,Apartment
900.0,6997.0,2.0,1.0,Klang,rent,Apartment
3000.0,49708.0,7.0,7.0,Kapar,rent,House
1700.0,1023.0,3.0,2.0,Petaling,rent,Condo
1250.0,900.0,3.0,2.0,Sungai Buloh,rent,Condo
1900.0,1145.0,3.0,2.0,Sungai Buloh,rent,Condo
2100.0,1100.0,3.0,2.0,Sungai Buloh,rent,Condo
1250.0,850.0,3.0,2.0,Sungai Buloh,rent,Condo
1800.0,1220.0,3.0,2.0,Petaling,rent,Condo
1600.0,11905.0,3.0,2.0,Petaling,rent,Condo
2200.0,1650.0,4.0,4.0,Bukit Raja,rent,Townhouse
1300.0,2500.0,4.0,3.0,Kapar,rent,House
2200.0,557.0,1.0,1.0,Dengkil,rent,Condo
700.0,700.0,2.0,2.0,Bandar Klang,rent,Apartment
1100.0,12917.0,3.0,2.0,Petaling,rent,Condo
1800.0,9472.0,2.0,2.0,Petaling,rent,Condo
2000.0,14510.0,3.0,2.0,Sungai Buloh,rent,Condo
1500.0,1050.0,3.0,2.0,Plentong,rent,Condo
1300.0,1940.0,4.0,3.0,Bukit Raja,rent,House
1100.0,5597.0,1.0,1.0,Simpang Kanan,rent,Condo
1100.0,900.0,3.0,2.0,Plentong,rent,Apartment
2500.0,906.0,2.0,2.0,Sungai Buloh,rent,Apartment
2400.0,1044.0,3.0,2.0,Petaling,rent,Apartment
600.0,800.0,3.0,2.0,Plentong,rent,Condo
1600.0,1650.0,4.0,3.0,Bukit Raja,rent,House
1300.0,12917.0,2.0,2.0,Batu,rent,Condo
1250.0,900.0,3.0,2.0,Sungai Buloh,rent,Condo
3300.0,1184.0,2.0,2.0,Batu,rent,Condo
1250.0,10527.0,3.0,2.0,Batu,rent,Condo
650.0,2691.0,1.0,1.0,Petaling,rent,Condo
1800.0,1267.0,4.0,3.0,Setapak,rent,Condo
1700.0,1023.0,3.0,2.0,Petaling,rent,Condo
1600.0,861.0,3.0,2.0,Telok Panglima Garang,rent,Apartment
1800.0,9472.0,2.0,2.0,Petaling,rent,Condo
1800.0,1267.0,4.0,3.0,Setapak,rent,Condo
1800.0,1267.0,4.0,3.0,Setapak,rent,Condo
1500.0,13993.0,3.0,2.0,Petaling,rent,House
800.0,1300.0,3.0,2.0,Plentong,rent,Apartment
6000.0,19806.0,4.0,4.0,Kuala Lumpur,rent,Condo
2300.0,1680.0,5.0,4.0,Tebrau,rent,House
850.0,9688.0,3.0,2.0,Petaling,rent,Apartment
1300.0,900.0,3.0,2.0,Sungai Buloh,rent,Condo
1000.0,10753.0,3.0,2.0,Tebrau,rent,Apartment
1300.0,17760.0,4.0,2.0,Kapar,rent,House
1300.0,10742.0,3.0,2.0,Setapak,rent,Apartment
1250.0,900.0,3.0,2.0,Sungai Buloh,rent,Condo
2000.0,871.0,3.0,2.0,Sungai Buloh,rent,Condo
1000.0,1400.0,4.0,2.0,Kapar,rent,House
1300.0,4338.0,1.0,1.0,Dengkil,rent,Apartment
2200.0,7093.0,1.0,1.0,Kuala Lumpur,rent,Condo
600.0,280.0,1.0,1.0,Bukit Raja,rent,House
1350.0,691.0,1.0,2.0,Kuala Lumpur,rent,Condo
1600.0,1007.0,2.0,2.0,Petaling,rent,Apartment
1800.0,13369.0,4.0,3.0,Petaling,rent,Condo
1750.0,12917.0,3.0,1.0,Klang,rent,House
1600.0,1400.0,4.0,3.0,Klang,rent,House
1300.0,1170.0,4.0,3.0,Senai,rent,House
2300.0,1200.0,3.0,2.0,Sungai Buloh,rent,Condo
1500.0,13563.0,3.0,2.0,Bandar Klang,rent,Townhouse
1200.0,756.0,2.0,1.0,Tebrau,rent,Apartment
1100.0,1400.0,4.0,3.0,Klang,rent,House
3200.0,14531.0,3.0,2.0,Tanjong Tokong,rent,Condo
1200.0,408.0,1.0,1.0,Sungai Buloh,rent,Condo
1234.0,431.0,1.0,1.0,Sungai Buloh,rent,Condo
1500.0,1153.0,3.0,2.0,Plentong,rent,Condo
1500.0,21313.0,4.0,2.0,Klang,rent,House
5000.0,2427.0,4.0,4.0,Bukit Raja,rent,Condo
2400.0,1565.0,3.0,3.0,Petaling,rent,Condo
700.0,7535.0,3.0,1.0,Petaling,rent,Apartment
3000.0,8966.0,2.0,1.0,Kuala Lumpur,rent,Condo
850.0,850.0,3.0,2.0,Kapar,rent,Apartment
900.0,845.0,3.0,2.0,Setapak,rent,Condo
900.0,8794.0,3.0,2.0,Petaling,rent,Apartment
850.0,9171.0,3.0,2.0,Petaling,rent,Apartment
850.0,9149.0,3.0,2.0,Petaling,rent,Condo
900.0,9688.0,3.0,2.0,Petaling,rent,Apartment
1000.0,9688.0,3.0,2.0,Petaling,rent,Apartment
850.0,9171.0,3.0,2.0,Petaling,rent,Apartment
850.0,9171.0,3.0,2.0,Petaling,rent,Apartment
850.0,9149.0,3.0,2.0,Petaling,rent,Apartment
1500.0,9688.0,3.0,1.0,Petaling,rent,House
1500.0,2464.0,4.0,4.0,Kapar,rent,Villa
1100.0,335.0,1.0,1.0,Kuala Lumpur,rent,Condo
1400.0,16146.0,3.0,2.0,Klang,rent,House
3800.0,19375.0,3.0,3.0,Ampang,rent,Condo
1350.0,1100.0,3.0,2.0,Tanjong Dua Belas,rent,Condo
140.0,1206.0,1.0,1.0,Sungai Buloh,rent,Condo
1400.0,1100.0,3.0,2.0,Tanjong Dua Belas,rent,Condo
650.0,8611.0,3.0,2.0,Petaling,rent,Apartment
800.0,9171.0,3.0,2.0,Petaling,rent,Apartment
850.0,9149.0,3.0,2.0,Petaling,rent,Apartment
1500.0,10764.0,2.0,2.0,Petaling,rent,Condo
3000.0,11840.0,2.0,2.0,Batu,rent,Condo
2200.0,1200.0,2.0,2.0,Bukit Raja,rent,Condo
1600.0,15069.0,4.0,3.0,Petaling,rent,Apartment
1500.0,1044.0,3.0,2.0,Sungai Buloh,rent,Condo
2000.0,700.0,1.0,1.0,Batu,rent,Condo
1300.0,935.0,3.0,2.0,Sungai Buloh,rent,Condo
1900.0,1045.0,3.0,2.0,Sungai Buloh,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
2800.0,1061.0,3.0,2.0,Petaling,rent,Apartment
1700.0,1100.0,3.0,3.0,Petaling,rent,Condo
2200.0,1212.0,4.0,2.0,Petaling,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
2500.0,1147.0,3.0,2.0,Sungai Buloh,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
900.0,10678.0,3.0,2.0,Petaling,rent,Apartment
2200.0,1033.0,3.0,2.0,Petaling,rent,Condo
2400.0,1350.0,3.0,2.0,Mukim 12,rent,Condo
1600.0,17760.0,4.0,2.0,Kapar,rent,House
3700.0,1043.0,3.0,2.0,Petaling,rent,Apartment
3000.0,1317.0,3.0,3.0,Bandar Klang,rent,Condo
1800.0,7589.0,1.0,1.0,Ampang,rent,Condo
1300.0,2860.0,4.0,3.0,Kapar,rent,House
1400.0,2550.0,5.0,4.0,Kulai,rent,House
1400.0,421.0,3.0,2.0,Sungai Buloh,rent,Condo
2000.0,1960.0,4.0,5.0,Bukit Raja,rent,House
1500.0,1157.0,3.0,2.0,Plentong,rent,Apartment
1200.0,900.0,3.0,2.0,Sungai Buloh,rent,Condo
2100.0,1047.0,3.0,2.0,Sungai Buloh,rent,Condo
2400.0,1100.0,3.0,2.0,Sungai Buloh,rent,Condo
1200.0,930.0,3.0,2.0,Sungai Buloh,rent,Condo
1600.0,18837.0,4.0,2.0,Klang,rent,House
20000.0,12000.0,5.0,6.0,Ampang,rent,House
1400.0,15371.0,4.0,2.0,Dengkil,rent,Condo
1800.0,883.0,2.0,2.0,Kapar,rent,Condo
2000.0,13563.0,3.0,2.0,Bukit Relau,rent,Condo
1700.0,5382.0,1.0,1.0,Kuala Lumpur,rent,Condo
2000.0,1920.0,5.0,5.0,Kapar,rent,House
1700.0,1267.0,4.0,3.0,Setapak,rent,Condo
2000.0,8708.0,3.0,1.0,Petaling,rent,Apartment
1300.0,878.0,3.0,2.0,Kapar,rent,Condo
1800.0,1267.0,4.0,3.0,Setapak,rent,Condo
700.0,861.0,3.0,2.0,Plentong,rent,Apartment
1550.0,1200.0,3.0,2.0,Sungai Buloh,rent,Condo
1200.0,900.0,3.0,2.0,Sungai Buloh,rent,Condo
2300.0,1200.0,3.0,2.0,Sungai Buloh,rent,Condo
1700.0,1044.0,3.0,2.0,Sungai Buloh,rent,Condo
1800.0,1267.0,4.0,3.0,Setapak,rent,Condo
1700.0,1267.0,4.0,3.0,Setapak,rent,Condo
2200.0,1109.0,3.0,2.0,Dengkil,rent,Apartment
3300.0,11840.0,2.0,2.0,Batu,rent,Condo
1200.0,1170.0,4.0,3.0,Bandar Klang,rent,House
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
1600.0,17760.0,4.0,3.0,Sungai Buloh,rent,House
1800.0,1400.0,4.0,3.0,Jeram,rent,House
1400.0,10764.0,3.0,1.0,Klang,rent,House
2500.0,17760.0,4.0,3.0,Sungai Buloh,rent,House
1400.0,16576.0,4.0,3.0,Sungai Buloh,rent,House
3000.0,1776.0,4.0,4.0,Petaling,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
2600.0,1920.0,5.0,5.0,Bukit Raja,rent,House
12000.0,139931.0,6.0,6.0,Sungai Buloh,rent,House
1650.0,1200.0,3.0,2.0,Sungai Buloh,rent,Condo
2490.0,24219.0,4.0,2.0,Klang,rent,House
1200.0,900.0,3.0,2.0,Sungai Buloh,rent,Condo
1000.0,1682.0,4.0,3.0,Plentong,rent,Apartment
1000.0,973.0,3.0,2.0,Setapak,rent,Apartment
950.0,1600.0,4.0,3.0,Klang,rent,House
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
1350.0,5231.0,1.0,1.0,Bukit Raja,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1600.0,18837.0,4.0,2.0,Klang,rent,House
1250.0,1400.0,4.0,3.0,Klang,rent,House
1300.0,1150.0,3.0,2.0,Klang,rent,Apartment
700.0,750.0,3.0,2.0,Plentong,rent,Apartment
1400.0,12917.0,3.0,2.0,Setapak,rent,Condo
1600.0,13907.0,4.0,2.0,Batu,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
2100.0,1550.0,4.0,4.0,Kajang,rent,Apartment
1350.0,498.0,1.0,1.0,Cheras,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
900.0,10764.0,4.0,1.0,Kapar,rent,House
4000.0,9849.0,2.0,1.0,Kuala Lumpur,rent,Condo
550.0,7535.0,3.0,2.0,Petaling,rent,Apartment
2400.0,1244.0,3.0,2.0,Tebrau,rent,Condo
2100.0,1141.0,3.0,2.0,Petaling,rent,Condo
850.0,8611.0,3.0,2.0,Petaling,rent,Apartment
3500.0,3500.0,5.0,5.0,Klang,rent,House
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
1100.0,10764.0,3.0,1.0,Klang,rent,House
1250.0,747.0,2.0,1.0,Sungai Buloh,rent,Condo
2200.0,474.0,6.0,3.0,Plentong,rent,House
1400.0,1044.0,3.0,2.0,Sungai Buloh,rent,Condo
1600.0,11905.0,3.0,2.0,Petaling,rent,Condo
900.0,9149.0,3.0,2.0,Petaling,rent,Condo
1200.0,1100.0,3.0,2.0,Petaling,rent,Apartment
2000.0,2380.0,5.0,5.0,Tebrau,rent,House
20000.0,12000.0,5.0,6.0,Ampang,rent,House
1300.0,747.0,2.0,1.0,Sungai Buloh,rent,Condo
1400.0,560.0,1.0,1.0,Sungai Buloh,rent,Apartment
1200.0,800.0,3.0,2.0,Sungai Buloh,rent,Apartment
2300.0,13078.0,3.0,2.0,Petaling,rent,Apartment
1300.0,1044.0,3.0,2.0,Sungai Buloh,rent,Condo
1550.0,11238.0,3.0,2.0,Sungai Buloh,rent,Condo
1550.0,1200.0,3.0,2.0,Sungai Buloh,rent,Condo
1800.0,10064.0,3.0,2.0,Petaling,rent,Condo
1300.0,13993.0,3.0,2.0,Dengkil,rent,Condo
2600.0,1920.0,5.0,5.0,Bukit Raja,rent,House
1300.0,1170.0,4.0,3.0,Bukit Raja,rent,House
700.0,8073.0,3.0,2.0,Petaling,rent,Apartment
1500.0,11840.0,3.0,1.0,Klang,rent,House
1550.0,17760.0,4.0,3.0,Bukit Raja,rent,House
1300.0,689.0,2.0,1.0,Kapar,rent,Condo
2300.0,8073.0,1.0,1.0,Ampang,rent,Condo
900.0,840.0,3.0,2.0,Bandar Klang,rent,Apartment
1700.0,1267.0,4.0,3.0,Setapak,rent,Condo
2300.0,8826.0,1.0,1.0,Ampang,rent,Condo
2100.0,1100.0,3.0,2.0,Sungai Buloh,rent,Condo
1300.0,850.0,3.0,2.0,Sungai Buloh,rent,Condo
1300.0,1400.0,4.0,3.0,Bukit Raja,rent,House
1200.0,11840.0,3.0,2.0,Plentong,rent,Condo
1600.0,1145.0,3.0,2.0,Plentong,rent,Apartment
150.0,10764.0,1.0,1.0,Sungai Buloh,rent,Condo
3500.0,19375.0,3.0,2.0,Sungai Buloh,rent,Condo
1300.0,1198.0,3.0,2.0,Plentong,rent,Condo
1700.0,1399.0,4.0,3.0,Bandar Klang,rent,House
1200.0,12917.0,3.0,2.0,Batu,rent,Condo
1100.0,900.0,3.0,2.0,Plentong,rent,Apartment
12500.0,3800.0,6.0,5.0,Ampang,rent,Condo
1300.0,935.0,3.0,2.0,Sungai Buloh,rent,Condo
1900.0,1145.0,30.0,2.0,Sungai Buloh,rent,Condo
1700.0,1267.0,4.0,3.0,Setapak,rent,Condo
1800.0,1267.0,4.0,3.0,Setapak,rent,Condo
1800.0,1267.0,4.0,3.0,Setapak,rent,Condo
2150.0,11248.0,3.0,2.0,Sungai Buloh,rent,Condo
1200.0,17760.0,4.0,32.0,Batu,rent,House
1700.0,861.0,3.0,2.0,Klang,rent,Condo
3000.0,1317.0,3.0,3.0,Bandar Klang,rent,Condo
1500.0,750.0,2.0,2.0,Klang,rent,Condo
1500.0,1300.0,4.0,3.0,Sungai Buloh,rent,House
2200.0,1385.0,3.0,2.0,Sungai Buloh,rent,Condo
1300.0,1300.0,3.0,2.0,Sungai Buloh,rent,Condo
2500.0,1920.0,5.0,5.0,Bukit Raja,rent,House
2000.0,11248.0,3.0,2.0,Sungai Buloh,rent,Condo
1200.0,930.0,3.0,2.0,Sungai Buloh,rent,Condo
1100.0,5231.0,1.0,1.0,Bukit Raja,rent,Condo
1500.0,940.0,3.0,2.0,Kuala Lumpur,rent,Condo
1300.0,15371.0,4.0,2.0,Dengkil,rent,Condo
1100.0,1300.0,4.0,3.0,Bandar Klang,rent,House
1000.0,904.0,3.0,2.0,Plentong,rent,Apartment
1650.0,17760.0,4.0,2.0,Klang,rent,House
1000.0,1080.0,4.0,3.0,Klang,rent,House
1300.0,9171.0,3.0,2.0,Petaling,rent,Apartment
1500.0,826.0,3.0,2.0,Batu,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
1500.0,1680.0,4.0,3.0,Klang,rent,House
1600.0,20990.0,4.0,2.0,Klang,rent,House
800.0,10613.0,3.0,1.0,Petaling,rent,Apartment
1800.0,1030.0,3.0,2.0,Mukim 13,rent,Condo
1400.0,800.0,3.0,2.0,Setapak,rent,Apartment
800.0,5705.0,2.0,1.0,Kuala Lumpur,rent,Apartment
1000.0,13993.0,3.0,2.0,Batu,rent,Townhouse
800.0,7535.0,3.0,2.0,Petaling,rent,Apartment
1200.0,1044.0,3.0,2.0,Bandar Klang,rent,Apartment
2800.0,21528.0,6.0,3.0,Batu,rent,House
1400.0,1252.0,4.0,2.0,Pancang Bedena,rent,Condo
1200.0,850.0,3.0,2.0,Sungai Buloh,rent,Condo
2000.0,1147.0,3.0,2.0,Sungai Buloh,rent,Condo
1600.0,930.0,3.0,2.0,Sungai Buloh,rent,Condo
1300.0,5231.0,1.0,1.0,Bukit Raja,rent,Apartment
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1400.0,1170.0,4.0,3.0,Bandar Klang,rent,House
950.0,10226.0,3.0,2.0,Petaling,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
800.0,9688.0,3.0,1.0,Kapar,rent,House
4500.0,3164.0,3.0,3.0,Ampang,rent,Townhouse
1300.0,1300.0,4.0,3.0,Jeram,rent,House
1000.0,9688.0,3.0,1.0,Kapar,rent,House
2150.0,11248.0,3.0,2.0,Sungai Buloh,rent,Condo
1300.0,1044.0,3.0,2.0,Sungai Buloh,rent,Condo
3400.0,1200.0,3.0,2.0,Petaling,rent,Condo
1300.0,935.0,3.0,2.0,Sungai Buloh,rent,Condo
1450.0,930.0,3.0,2.0,Sungai Buloh,rent,Condo
1200.0,850.0,3.0,2.0,Sungai Buloh,rent,Condo
1300.0,1170.0,4.0,3.0,Senai,rent,House
3000.0,1850.0,3.0,5.0,Petaling,rent,Condo
2050.0,1023.0,3.0,3.0,Petaling,rent,Condo
2000.0,1200.0,4.0,3.0,Ampang,rent,Condo
1300.0,935.0,3.0,2.0,Sungai Buloh,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
3000.0,9149.0,2.0,1.0,Kuala Lumpur,rent,Condo
1500.0,2200.0,4.0,4.0,Bukit Raja,rent,House
2500.0,1248.0,3.0,3.0,Sepang,rent,Apartment
1500.0,950.0,3.0,2.0,Bukit Raja,rent,Apartment
3500.0,1200.0,3.0,2.0,Petaling,rent,Condo
1400.0,805.0,2.0,1.0,Kapar,rent,Apartment
3000.0,8686.0,3.0,2.0,Petaling,rent,Apartment
700.0,850.0,3.0,2.0,Klang,rent,Apartment
1500.0,792.0,3.0,2.0,Klang,rent,Apartment
1200.0,17760.0,4.0,2.0,Kapar,rent,House
1300.0,12917.0,4.0,3.0,Sungai Buloh,rent,House
2000.0,936.0,3.0,2.0,Kapar,rent,Condo
1200.0,421.0,3.0,2.0,Sungai Buloh,rent,Condo
1800.0,750.0,2.0,2.0,Klang,rent,Condo
1200.0,10764.0,3.0,2.0,Sungai Buloh,rent,Condo
2300.0,21528.0,4.0,3.0,Sungai Buloh,rent,House
1800.0,8503.0,2.0,1.0,Klang,rent,Apartment
1150.0,12917.0,4.0,2.0,Dengkil,rent,House
950.0,10764.0,3.0,1.0,Kapar,rent,House
2300.0,11840.0,3.0,2.0,Sungai Buloh,rent,Condo
1300.0,890.0,3.0,2.0,Klang,rent,Condo
700.0,650.0,3.0,2.0,Klang,rent,Apartment
950.0,850.0,3.0,2.0,Klang,rent,Apartment
1500.0,12917.0,4.0,3.0,Sungai Buloh,rent,House
2100.0,11840.0,3.0,2.0,Ampang,rent,Condo
700.0,6458.0,3.0,1.0,Batu,rent,Apartment
1000.0,1300.0,3.0,2.0,Klang,rent,House
2200.0,769.0,2.0,2.0,Bukit Raja,rent,Condo
1300.0,900.0,3.0,2.0,Sungai Buloh,rent,Condo
1400.0,540.0,1.0,1.0,Ampang,rent,Condo
1400.0,540.0,1.0,1.0,Ampang,rent,Condo
1400.0,540.0,1.0,1.0,Ampang,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1400.0,900.0,3.0,2.0,Kuala Lumpur,rent,Condo
1100.0,10764.0,3.0,2.0,Petaling,rent,Condo
1400.0,13993.0,4.0,3.0,Sungai Buloh,rent,House
1300.0,61.0,1.0,1.0,Ampang,rent,Condo
1400.0,540.0,1.0,1.0,Ampang,rent,Condo
1400.0,11302.0,3.0,2.0,Telok Kumbar,rent,Condo
1200.0,17760.0,4.0,2.0,Klang,rent,House
1400.0,540.0,1.0,1.0,Ampang,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1300.0,610.0,1.0,1.0,Ampang,rent,Condo
1500.0,1650.0,4.0,3.0,Klang,rent,House
1500.0,19375.0,4.0,2.0,Klang,rent,House
1600.0,1500.0,4.0,3.0,Klang,rent,House
750.0,860.0,3.0,2.0,Klang,rent,Apartment
1800.0,1051.0,3.0,2.0,Kuala Lumpur,rent,Condo
1350.0,805.0,2.0,2.0,Bukit Raja,rent,Apartment
1500.0,900.0,3.0,2.0,Kuala Lumpur,rent,Apartment
1500.0,15069.0,3.0,2.0,Dengkil,rent,Condo
1400.0,540.0,1.0,1.0,Ampang,rent,Condo
1000.0,850.0,3.0,2.0,Bukit Raja,rent,Apartment
900.0,8794.0,3.0,2.0,Petaling,rent,Apartment
2200.0,10850.0,2.0,2.0,Sungai Buloh,rent,Condo
1550.0,7987.0,2.0,1.0,Bukit Raja,rent,Apartment
1050.0,1400.0,4.0,3.0,Tanjong Dua Belas,rent,House
1300.0,10764.0,3.0,2.0,Sungai Buloh,rent,Condo
750.0,6997.0,3.0,1.0,Kapar,rent,Apartment
1500.0,610.0,1.0,1.0,Ampang,rent,Condo
1600.0,17760.0,4.0,2.0,Klang,rent,House
1650.0,1044.0,3.0,2.0,Sungai Buloh,rent,Condo
1200.0,540.0,1.0,1.0,Ampang,rent,Condo
5000.0,13552.0,4.0,4.0,Kuala Lumpur,rent,Condo
1200.0,10226.0,3.0,2.0,Petaling,rent,Condo
1500.0,540.0,1.0,1.0,Ampang,rent,Condo
1200.0,540.0,1.0,1.0,Ampang,rent,Condo
1400.0,540.0,1.0,1.0,Ampang,rent,Condo
1400.0,540.0,1.0,1.0,Ampang,rent,Condo
1400.0,540.0,1.0,1.0,Ampang,rent,Condo
1500.0,610.0,1.0,1.0,Ampang,rent,Condo
1400.0,610.0,1.0,1.0,Ampang,rent,Condo
1200.0,540.0,1.0,1.0,Ampang,rent,Condo
1300.0,540.0,1.0,1.0,Ampang,rent,Condo
1300.0,540.0,1.0,1.0,Ampang,rent,Condo
1500.0,610.0,1.0,1.0,Ampang,rent,Condo
1300.0,540.0,1.0,1.0,Ampang,rent,Condo
1300.0,540.0,1.0,1.0,Ampang,rent,Condo
1400.0,540.0,1.0,1.0,Ampang,rent,Condo
1500.0,864.0,2.0,1.0,Sungai Buloh,rent,Apartment
650.0,7535.0,2.0,1.0,Ulu Kelang,rent,Apartment
1600.0,1750.0,4.0,4.0,Bukit Raja,rent,House
1000.0,8073.0,3.0,2.0,Kuala Lumpur,rent,Apartment
2000.0,15392.0,5.0,4.0,Rawang,rent,House
750.0,755.0,3.0,2.0,Bandar Klang,rent,Apartment
1300.0,9149.0,3.0,2.0,Petaling,rent,Condo
5500.0,13832.0,2.0,2.0,Sungai Buloh,rent,Condo
1200.0,930.0,3.0,2.0,Sungai Buloh,rent,Condo
1800.0,1045.0,3.0,2.0,Sungai Buloh,rent,Condo
2300.0,13993.0,3.0,2.0,Petaling,rent,Condo
650.0,6458.0,2.0,1.0,Ulu Kelang,rent,Apartment
2800.0,1259.0,3.0,2.0,Sepang,rent,Apartment
1200.0,16146.0,4.0,2.0,Kapar,rent,House
850.0,755.0,3.0,2.0,Bandar Klang,rent,Apartment
